"","Indicator","SeriesCode","GeoAreaCode","GeoAreaName","TimePeriod","Value","Time_Detail","Source","FootNote","Nature","Units","Age","Location","Nature.1","Reporting.Type","Sex","Type.of.product","Units.1","NUM_id","ISO3CD","ISO2CD","ref.name"
"25","15.1.1","AG_LND_FRST",28,"Antigua and Barbuda",2000,"22.72727","2000","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",15,"ATG","AG","Antigua and Barbuda"
"26","15.1.1","AG_LND_FRST",28,"Antigua and Barbuda",2005,"22.27273","2005","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",15,"ATG","AG","Antigua and Barbuda"
"27","15.1.1","AG_LND_FRST",28,"Antigua and Barbuda",2010,"22.27273","2010","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",15,"ATG","AG","Antigua and Barbuda"
"28","15.1.1","AG_LND_FRST",28,"Antigua and Barbuda",2015,"22.27273","2015","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",15,"ATG","AG","Antigua and Barbuda"
"29","15.1.1","AG_LND_FRST",31,"Azerbaijan",2000,"10.54644","2000","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",18,"AZE","AZ","Azerbaijan"
"30","15.1.1","AG_LND_FRST",31,"Azerbaijan",2005,"10.61176","2005","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",18,"AZE","AZ","Azerbaijan"
"31","15.1.1","AG_LND_FRST",31,"Azerbaijan",2010,"12.19772","2010","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",18,"AZE","AZ","Azerbaijan"
"32","15.1.1","AG_LND_FRST",31,"Azerbaijan",2015,"13.78368","2015","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",18,"AZE","AZ","Azerbaijan"
"33","15.1.1","AG_LND_FRST",32,"Argentina",2000,"11.6418","2000","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",10,"ARG","AR","Argentina"
"34","15.1.1","AG_LND_FRST",32,"Argentina",2005,"11.03011","2005","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",10,"ARG","AR","Argentina"
"35","15.1.1","AG_LND_FRST",32,"Argentina",2010,"10.44912","2010","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",10,"ARG","AR","Argentina"
"36","15.1.1","AG_LND_FRST",32,"Argentina",2015,"9.90686","2015","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",10,"ARG","AR","Argentina"
"37","15.1.1","AG_LND_FRST",36,"Australia",2000,"16.77115","2000","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",16,"AUS","AU","Australia"
"38","15.1.1","AG_LND_FRST",36,"Australia",2005,"16.61495","2005","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",16,"AUS","AU","Australia"
"39","15.1.1","AG_LND_FRST",36,"Australia",2010,"16.0383","2010","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",16,"AUS","AU","Australia"
"40","15.1.1","AG_LND_FRST",36,"Australia",2015,"16.23876","2015","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",16,"AUS","AU","Australia"
"41","15.1.1","AG_LND_FRST",40,"Austria",2000,"46.50825","2000","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",17,"AUT","AT","Austria"
"42","15.1.1","AG_LND_FRST",40,"Austria",2005,"46.66578","2005","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",17,"AUT","AT","Austria"
"43","15.1.1","AG_LND_FRST",40,"Austria",2010,"46.77484","2010","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",17,"AUT","AT","Austria"
"44","15.1.1","AG_LND_FRST",40,"Austria",2015,"46.8839","2015","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",17,"AUT","AT","Austria"
"45","15.1.1","AG_LND_FRST",44,"Bahamas",2000,"51.44855","2000","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",27,"BHS","BS","Bahamas"
"46","15.1.1","AG_LND_FRST",44,"Bahamas",2005,"51.44855","2005","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",27,"BHS","BS","Bahamas"
"47","15.1.1","AG_LND_FRST",44,"Bahamas",2010,"51.44855","2010","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",27,"BHS","BS","Bahamas"
"48","15.1.1","AG_LND_FRST",44,"Bahamas",2015,"51.44855","2015","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",27,"BHS","BS","Bahamas"
"49","15.1.1","AG_LND_FRST",48,"Bahrain",2000,"0.47686","2000","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",26,"BHR","BH","Bahrain"
"50","15.1.1","AG_LND_FRST",48,"Bahrain",2005,"0.57584","2005","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",26,"BHR","BH","Bahrain"
"51","15.1.1","AG_LND_FRST",48,"Bahrain",2010,"0.67609","2010","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",26,"BHR","BH","Bahrain"
"52","15.1.1","AG_LND_FRST",48,"Bahrain",2015,"0.77635","2015","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",26,"BHR","BH","Bahrain"
"53","15.1.1","AG_LND_FRST",50,"Bangladesh",2000,"11.27756","2000","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",24,"BGD","BD","Bangladesh"
"54","15.1.1","AG_LND_FRST",50,"Bangladesh",2005,"11.17769","2005","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",24,"BGD","BD","Bangladesh"
"55","15.1.1","AG_LND_FRST",50,"Bangladesh",2010,"11.07782","2010","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",24,"BGD","BD","Bangladesh"
"56","15.1.1","AG_LND_FRST",50,"Bangladesh",2015,"10.97795","2015","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",24,"BGD","BD","Bangladesh"
"57","15.1.1","AG_LND_FRST",51,"Armenia",2000,"11.69652","2000","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",11,"ARM","AM","Armenia"
"58","15.1.1","AG_LND_FRST",51,"Armenia",2005,"11.6614","2005","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",11,"ARM","AM","Armenia"
"59","15.1.1","AG_LND_FRST",51,"Armenia",2010,"11.62627","2010","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",11,"ARM","AM","Armenia"
"60","15.1.1","AG_LND_FRST",51,"Armenia",2015,"11.6614","2015","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",11,"ARM","AM","Armenia"
"61","15.1.1","AG_LND_FRST",52,"Barbados",2000,"14.65116","2000","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",34,"BRB","BB","Barbados"
"62","15.1.1","AG_LND_FRST",52,"Barbados",2005,"14.65116","2005","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",34,"BRB","BB","Barbados"
"63","15.1.1","AG_LND_FRST",52,"Barbados",2010,"14.65116","2010","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",34,"BRB","BB","Barbados"
"64","15.1.1","AG_LND_FRST",52,"Barbados",2015,"14.65116","2015","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",34,"BRB","BB","Barbados"
"65","15.1.1","AG_LND_FRST",56,"Belgium",2000,"22.03765","2000","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",20,"BEL","BE","Belgium"
"66","15.1.1","AG_LND_FRST",56,"Belgium",2005,"22.26552","2005","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",20,"BEL","BE","Belgium"
"67","15.1.1","AG_LND_FRST",56,"Belgium",2010,"22.4967","2010","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",20,"BEL","BE","Belgium"
"68","15.1.1","AG_LND_FRST",56,"Belgium",2015,"22.56935","2015","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",20,"BEL","BE","Belgium"
"69","15.1.1","AG_LND_FRST",60,"Bermuda",2000,"18.51852","2000","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",31,"BMU","BM","Bermuda"
"70","15.1.1","AG_LND_FRST",60,"Bermuda",2005,"18.51852","2005","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",31,"BMU","BM","Bermuda"
"71","15.1.1","AG_LND_FRST",60,"Bermuda",2010,"18.51852","2010","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",31,"BMU","BM","Bermuda"
"72","15.1.1","AG_LND_FRST",60,"Bermuda",2015,"18.51852","2015","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",31,"BMU","BM","Bermuda"
"73","15.1.1","AG_LND_FRST",64,"Bhutan",2000,"68.3685","2000","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",36,"BTN","BT","Bhutan"
"74","15.1.1","AG_LND_FRST",64,"Bhutan",2005,"69.67093","2005","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",36,"BTN","BT","Bhutan"
"75","15.1.1","AG_LND_FRST",64,"Bhutan",2010,"70.97335","2010","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",36,"BTN","BT","Bhutan"
"76","15.1.1","AG_LND_FRST",64,"Bhutan",2015,"72.27576","2015","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",36,"BTN","BT","Bhutan"
"77","15.1.1","AG_LND_FRST",68,"Bolivia (Plurinational State of)",2000,"55.47032","2000","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",32,"BOL","BO","Bolivia (Plurinational State of)"
"78","15.1.1","AG_LND_FRST",68,"Bolivia (Plurinational State of)",2005,"54.21767","2005","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",32,"BOL","BO","Bolivia (Plurinational State of)"
"79","15.1.1","AG_LND_FRST",68,"Bolivia (Plurinational State of)",2010,"51.88683","2010","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",32,"BOL","BO","Bolivia (Plurinational State of)"
"80","15.1.1","AG_LND_FRST",68,"Bolivia (Plurinational State of)",2015,"50.55294","2015","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",32,"BOL","BO","Bolivia (Plurinational State of)"
"81","15.1.1","AG_LND_FRST",70,"Bosnia and Herzegovina",2000,"42.67578","2000","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",28,"BIH","BA","Bosnia and Herzegovina"
"82","15.1.1","AG_LND_FRST",70,"Bosnia and Herzegovina",2005,"42.67578","2005","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",28,"BIH","BA","Bosnia and Herzegovina"
"83","15.1.1","AG_LND_FRST",70,"Bosnia and Herzegovina",2010,"42.67578","2010","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",28,"BIH","BA","Bosnia and Herzegovina"
"84","15.1.1","AG_LND_FRST",70,"Bosnia and Herzegovina",2015,"42.67578","2015","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",28,"BIH","BA","Bosnia and Herzegovina"
"85","15.1.1","AG_LND_FRST",72,"Botswana",2000,"22.11812","2000","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",38,"BWA","BW","Botswana"
"86","15.1.1","AG_LND_FRST",72,"Botswana",2005,"21.07353","2005","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",38,"BWA","BW","Botswana"
"87","15.1.1","AG_LND_FRST",72,"Botswana",2010,"20.02894","2010","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",38,"BWA","BW","Botswana"
"88","15.1.1","AG_LND_FRST",72,"Botswana",2015,"19.12727","2015","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",38,"BWA","BW","Botswana"
"89","15.1.1","AG_LND_FRST",76,"Brazil",2000,"62.36723","2000","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",33,"BRA","BR","Brazil"
"90","15.1.1","AG_LND_FRST",76,"Brazil",2005,"60.6276","2005","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",33,"BRA","BR","Brazil"
"91","15.1.1","AG_LND_FRST",76,"Brazil",2010,"59.63743","2010","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",33,"BRA","BR","Brazil"
"92","15.1.1","AG_LND_FRST",76,"Brazil",2015,"59.04878","2015","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",33,"BRA","BR","Brazil"
"93","15.1.1","AG_LND_FRST",84,"Belize",2000,"63.97637","2000","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",30,"BLZ","BZ","Belize"
"94","15.1.1","AG_LND_FRST",84,"Belize",2005,"62.10127","2005","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",30,"BLZ","BZ","Belize"
"95","15.1.1","AG_LND_FRST",84,"Belize",2010,"60.99917","2010","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",30,"BLZ","BZ","Belize"
"96","15.1.1","AG_LND_FRST",84,"Belize",2015,"59.89917","2015","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",30,"BLZ","BZ","Belize"
"97","15.1.1","AG_LND_FRST",90,"Solomon Islands",2000,"81.02894","2000","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",199,"SLB","SB","Solomon Islands"
"98","15.1.1","AG_LND_FRST",90,"Solomon Islands",2005,"80.06431","2005","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",199,"SLB","SB","Solomon Islands"
"99","15.1.1","AG_LND_FRST",90,"Solomon Islands",2010,"79.06395","2010","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",199,"SLB","SB","Solomon Islands"
"100","15.1.1","AG_LND_FRST",90,"Solomon Islands",2015,"78.06359","2015","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",199,"SLB","SB","Solomon Islands"
"101","15.1.1","AG_LND_FRST",92,"British Virgin Islands",2000,"24.46667","2000","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",240,"VGB","VG","British Virgin Islands"
"102","15.1.1","AG_LND_FRST",92,"British Virgin Islands",2005,"24.4","2005","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",240,"VGB","VG","British Virgin Islands"
"103","15.1.1","AG_LND_FRST",92,"British Virgin Islands",2010,"24.26667","2010","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",240,"VGB","VG","British Virgin Islands"
"104","15.1.1","AG_LND_FRST",92,"British Virgin Islands",2015,"24.13333","2015","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",240,"VGB","VG","British Virgin Islands"
"105","15.1.1","AG_LND_FRST",96,"Brunei Darussalam",2000,"75.33207","2000","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",35,"BRN","BN","Brunei Darussalam"
"106","15.1.1","AG_LND_FRST",96,"Brunei Darussalam",2005,"73.81404","2005","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",35,"BRN","BN","Brunei Darussalam"
"107","15.1.1","AG_LND_FRST",96,"Brunei Darussalam",2010,"72.10626","2010","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",35,"BRN","BN","Brunei Darussalam"
"108","15.1.1","AG_LND_FRST",96,"Brunei Darussalam",2015,"72.10626","2015","FAO, Global Forest Resources Assessment and FAOSTAT","FAO Estimate","E","PERCENT","","","E","G","","","PERCENT",35,"BRN","BN","Brunei Darussalam"
"109","15.1.1","AG_LND_FRST",100,"Bulgaria",2000,"31.0888","2000","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",25,"BGR","BG","Bulgaria"
"110","15.1.1","AG_LND_FRST",100,"Bulgaria",2005,"33.63117","2005","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",25,"BGR","BG","Bulgaria"
"111","15.1.1","AG_LND_FRST",100,"Bulgaria",2010,"34.42336","2010","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",25,"BGR","BG","Bulgaria"
"112","15.1.1","AG_LND_FRST",100,"Bulgaria",2015,"35.21555","2015","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",25,"BGR","BG","Bulgaria"
"113","15.1.1","AG_LND_FRST",104,"Myanmar",2000,"53.39009","2000","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",148,"MMR","MM","Myanmar"
"114","15.1.1","AG_LND_FRST",104,"Myanmar",2005,"51.02131","2005","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",148,"MMR","MM","Myanmar"
"115","15.1.1","AG_LND_FRST",104,"Myanmar",2010,"48.65101","2010","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",148,"MMR","MM","Myanmar"
"116","15.1.1","AG_LND_FRST",104,"Myanmar",2015,"44.46775","2015","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",148,"MMR","MM","Myanmar"
"117","15.1.1","AG_LND_FRST",108,"Burundi",2000,"7.71028","2000","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",19,"BDI","BI","Burundi"
"118","15.1.1","AG_LND_FRST",108,"Burundi",2005,"7.04829","2005","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",19,"BDI","BI","Burundi"
"119","15.1.1","AG_LND_FRST",108,"Burundi",2010,"9.85202","2010","FAO, Global Forest Resources Assessment and FAOSTAT","Official country data submitted to FAO","C","PERCENT","","","C","G","","","PERCENT",19,"BDI","BI","Burundi"
